ObjectId,Country,ISO2,ISO3,Indicator,Technology,Energy_Type,Unit,Source,CTS_Name,CTS_Code,CTS_Full_Descriptor,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022,F2023
1,Advanced Economies,,AETMP,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",109628.668,106082.875,115399.651,122991.148,134882.703,150757.179,160685.614,169043.661,177258.779,182491.37,200345.451,207450.183,223861.248,238487.933,250919.577,263542.75,274561.81,281658.673,286653.446,292379.608,294178.354,306827.472,297837.826,
569,El Salvador,SV,SLV,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,1.161,1.627,7.522,24.875,164.714,314.566,576.43,986.402,1691.169,1243.027,
570,El Salvador,SV,SLV,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.142,0.142,11.005,12.111,109.735,166.587,410.412,478.541,543.198,571.268,585.868
571,El Salvador,SV,SLV,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,,,,,,,,,,,,,,14.121,131.785,135.534,
572,El Salvador,SV,SLV,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,,,,,,,,,,,,,,36,54,54,54
573,Emerging and Developing Economies,,EMDETMP,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",36641.833,40234.991,44589.169,49220.251,52927.575,58248.435,60998.812,75786.122,85710.633,98659.686,116343.83,127130.113,146135.034,158083.423,177176.176,191544.908,195246.518,210353.5,229183.816,252788.619,274375.299,302718.715,321077.992,
574,Emerging and Developing Economies,,EMDETMP,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",11361.503,11696.787,12175.792,12779.707,13837.329,15395.762,16684.143,18731.948,21056.197,24826.01,27241.737,29990.61,33118.996,38134.255,41758.291,45587.854,51933.584,55277.427,59614.092,64151.358,71227.119,78773.851,83350.86,86693.375
575,Emerging and Developing Economies,,EMDETMP,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",4394255.512,4565924.152,4867385.539,5293189.44,5694143.603,6102303.97,6601532.24,7186829.102,7452149.723,7629203.404,8247338.75,8930797.648,9251750.649,9695816.796,9925478.012,10148818.47,10399203,10857153.85,11277121.69,11461782.08,11333826.42,12037234.72,12212114,
576,Emerging and Developing Economies,,EMDETMP,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",1022309.369,1047671.863,1083124.731,1157493.957,1212383.88,1294171.318,1416786.655,1522569.572,1602507.334,1697673.086,1815997.474,1932293.841,2038897.038,2158009.113,2276132.658,2393112.237,2500538.55,2593123.192,2705178.546,2785681.296,2860381.547,2921209.618,2981910.663,3063821.59
577,Emerging and Developing Economies,,EMDETMP,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",1394658.725,1436806.163,1441456.529,1486394.199,1633590.702,1726026.007,1840187.561,1898186.053,1995848.173,2051995.676,2239420.644,2249772.097,2416974.278,2525469.181,2643085.516,2665981.758,2793806.35,2816266.86,2938430.973,3009138.079,3092439.607,3059791.237,3141890.757,
578,Emerging and Developing Economies,,EMDETMP,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",385768.414,392968.311,401210.664,421058.861,441581.652,461153.606,481394.923,506724.15,533410.114,561484.484,588821.283,615325.879,645180.09,688620.633,725832.298,752978.632,780019.209,799387.281,820016.623,838104.402,857220.646,877638.096,898547.673,904529.682
579,Emerging and Developing Economies,,EMDETMP,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",87.607,112.575,148.763,177.479,207.859,299.882,457.193,958.061,3141.907,6963.393,8749.537,13344.556,21336.11,30008.511,51857.402,76343.37,116517.656,187262.372,274646.879,366890.004,452880.771,583148.77,755199.846,
580,Emerging and Developing Economies,,EMDETMP,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",74.787,94.472,125.075,150.231,181.649,281.971,438.374,908.801,3979.605,4573.625,6373.735,10447.168,17337.075,31972.21,47738.705,67765.396,112140.735,182761.142,248810.124,314162.087,396696.337,485129.828,624209.87,891127.008
581,Emerging and Developing Economies,,EMDETMP,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",7368.479,10256.478,13948.487,17404.044,23342.507,31900.962,38319.285,50534.457,67576.664,93033.729,132146.558,163360.531,217126.588,271474.094,309224.69,361084,445967.66,539802.422,624811.668,707132.187,785174.965,1018110.312,1164061.717,
582,Emerging and Developing Economies,,EMDETMP,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",3869.56,5835.313,7543.173,9675.011,14074.136,17267.826,23120.744,30869.897,40716.231,55718.355,74218.121,98037.22,120581.818,141380.443,173328.135,217966.308,246679.448,272166.453,301843.014,338027.546,420981.55,485479.065,536285.49,626426.023
583,"Equatorial Guinea, Rep. of",GQ,GNQ,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",166.044,166.044,166.044,166.044,166.044,166.044,166.044,298,298,298,298,298,760,760,760,760,842.088,924.177,937.074,937.074,937.074,937.074,937.074,
584,"Equatorial Guinea, Rep. of",GQ,GNQ,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",30.2,30.2,30.2,30.2,30.2,30.2,30.2,54.2,54.2,54.2,74.2,74.2,222.2,222.2,222.2,222.2,246.2,270.2,273.971,273.971,273.971,273.971,273.971,273.971
585,"Equatorial Guinea, Rep. of",GQ,GNQ,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",7,7,7,7,7,7,7,7,7,7,7,7,67,127,127,127,127,127,127,127,127,127,127,
586,"Equatorial Guinea, Rep. of",GQ,GNQ,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,125.6,125.6,125.6,125.6,125.6,125.6,127.14,127.14,127.14,127.14,127.14,127.14
587,"Equatorial Guinea, Rep. of",GQ,GNQ,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,,,,,,,,,,0.197,0.436,0.436,0.413,0.4,0.233,0.007,
588,"Equatorial Guinea, Rep. of",GQ,GNQ,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,,,,,,,,,,0.16,0.354,0.354,0.336,0.325,0.189,0.006,0.006
589,"Eritrea, The State of",ER,ERI,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",209,232,258,276,282,287,276,295,295,303,319,321,318,273,272,264,269,325.76,340.318,350.415,361.251,371.731,372.731,
590,"Eritrea, The State of",ER,ERI,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",164,164,164,166,166,166,166,166,138.95,138.95,138.95,139,139,139,139,159,159,205,206,206,206,206,206,206
591,"Eritrea, The State of",ER,ERI,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,0.003,0.003,0.003,0.008,0.009,0.043,0.066,15.034,15.034,17.244,44.677,49.478,49.583,49.559,48.063,47.414,
592,"Eritrea, The State of",ER,ERI,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,0.001,0.001,0.001,0.004,0.005,0.023,0.035,7.859,7.859,9.014,23.354,25.864,25.919,25.906,25.125,24.785,24.785
593,"Eritrea, The State of",ER,ERI,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,0.2,2,2,2,2,2,2,2,2,2,1.445,1.445,1.445,1.445,1.445,1.445,
594,"Eritrea, The State of",ER,ERI,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825
595,"Estonia, Rep. of",EE,EST,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",13.3,11,23,30,30,35,40,33,36.15,314,740,781,1001,665,758,818,949.006,1095.029,1307,1363.024,1851.557,1768.863,1569.152,
596,"Estonia, Rep. of",EE,EST,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",5,5,6,11,11,12,12,12,12,60,142,149,167,261,278,281,281,281,259.35,272.9,296,296,296,294
597,"Estonia, Rep. of",EE,EST,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",8495,8465,8497,10110,10244,10094,9602,12045,10384,8238,11920,11714,10490,11995,10984,8518.83,10517.675,11218.309,10278.53,5408.991,3033.198,4233.778,5985.558,
598,"Estonia, Rep. of",EE,EST,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",2798,2442,2399,2399,2669,2511,2509,2560,2600,2494,2495,2491,2482,2288,2367,2165,1865,1782,2085.65,1905.1,1784,1272,1278,1183
599,"Estonia, Rep. of",EE,EST,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",5,7,6,13,22,22,13.5,21.822,27.908,31.988,26.881,30.028,42.058,25.532,27.034,26.6,35,26,15,19,30,23,23,
600,"Estonia, Rep. of",EE,EST,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",2,2,3,4,4,5,5,5,5,7,6,5,8,8,5,6,6,7.3,7.3,6,8,6,8,8
601,"Estonia, Rep. of",EE,EST,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,,,0.092,0.092,0.183,0.348,1.372,3.056,5.948,9.677,14.492,30.802,73.5,245.132,353.67,596,
602,"Estonia, Rep. of",EE,EST,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,,,0.1,0.1,0.2,0.38,1.5,3.34,6.5,10,15,31.9,120.6,207.67,394.77,520,822
603,"Estonia, Rep. of",EE,EST,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,1,6,8,54,76.299,90.783,133.453,195.553,276.992,368.659,433.517,529.039,603.68,715,594,723,636,687,844,733,668,
604,"Estonia, Rep. of",EE,EST,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,1,3,7,31,31,50,77,104,108,180,266,248,275,300,310,311.8,310,316,317,315,316,408
605,"Eswatini, Kingdom of",SZ,SWZ,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",164.387,180.281,196.416,188.209,198.84,205.61,195.153,199.387,187.077,169.528,134.295,132.21,167.122,171.134,168.235,173.739,180.819,179.534,188.194,188.538,191.167,203.351,187.155,
606,"Eswatini, Kingdom of",SZ,SWZ,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",61,61,61,61,61,61,61,61,61,61,61,123,123,123,106,106,106,106,106,106,106,106,106,106
607,"Eswatini, Kingdom of",SZ,SWZ,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",6.519,6.519,6.519,6.519,6.519,6.519,6.519,6.519,6.519,6.519,6.519,6.519,6.519,6.519,6.519,6.519,6.519,6.519,6.519,6.519,6.519,6.519,6.519,
608,"Eswatini, Kingdom of",SZ,SWZ,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9
609,"Eswatini, Kingdom of",SZ,SWZ,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",114.4,117.1,109.675,129.85,129.325,111.975,146.475,170.85,166.35,226.9,279.875,325.3,291.15,251.525,290.275,252.425,153.825,123.6,189.175,225.05,230.575,258.65,296.925,
610,"Eswatini, Kingdom of",SZ,SWZ,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,62.7,62.7,62.7,62.2,62.2,62.2,62.2,62.2,62.2,62.2,62.2,62.2,62.2,62.2,62.2,62.2
611,"Eswatini, Kingdom of",SZ,SWZ,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,,,,,,,,,,0.096,0.126,0.14,0.133,0.174,0.174,0.08,
612,"Eswatini, Kingdom of",SZ,SWZ,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,,,,,,,,,0.026,0.127,0.13,0.13,0.142,0.177,10.177,10.164,10.164
613,"Ethiopia, The Federal Dem. Rep. of",ET,ETH,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",43.531,44.642,44.645,48,49.086,53,55,37.038,9.141,12.316,17.853,16.845,10.242,28.022,31.139,27.54,28.154,22.72,25.882,29.983,26.909,16.307,7.859,
614,"Ethiopia, The Federal Dem. Rep. of",ET,ETH,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,71,71,119,145,205,290,290,290,335,335,310
615,"Ethiopia, The Federal Dem. Rep. of",ET,ETH,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",23,17,19,16,18,12,10,162,467,444,31,37,12,8,3,3.31,1.02,0.769,,,,,,
616,"Ethiopia, The Federal Dem. Rep. of",ET,ETH,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",160.75,209.65,195.29,136.98,196.38,196.46,197.01,153.75,202.65,188.29,129,189,189,190,190,143,99.2,99.2,87,104,104,104,104,99.14
